Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Tenure,Month_Joined,Living_With,Is_Parent,Family_Size,Generation,Total_Accepted_Campaigns,AcceptedAnyCmp,Engagement_Rate,Total_Purchases,Total_Spending,Spend_per_Purchase,Recency_Score,Frequency_Score,Monetary_Score,Avg_RFM,RFM_Segment
Doctorate Degree,Single,23091.0,1,1,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,60,32,5,With_Kids_and_Teens,1,2,Baby_Boomers,0,0,0.0,10,48,4.8,1,2,1,1.3333333333333333,At Risk
Bachelor's Degree,Married,46049.0,1,1,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,47,343,7,With_Kids_and_Teens,1,3,Generation_X,1,1,16.666666666666664,26,515,19.807692307692307,5,5,3,4.333333333333333,Champions
Bachelor's Degree,Together,56715.0,0,0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,49,571,12,Alone,0,1,Generation_X,0,0,0.0,15,1020,68.0,3,3,4,3.3333333333333335,Champions
Bachelor's Degree,Married,79410.0,0,0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,62,31,5,Alone,0,1,Baby_Boomers,0,0,0.0,11,1370,124.54545454545455,4,2,5,3.6666666666666665,New
Bachelor's Degree,Married,57304.0,0,1,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,72,475,3,With_Teens,1,2,Baby_Boomers,0,0,0.0,25,1026,41.04,2,5,4,3.6666666666666665,Can't Lose
Bachelor's Degree,Married,44375.0,0,1,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,58,98,3,With_Teens,1,2,Baby_Boomers,0,0,0.0,12,301,25.083333333333332,2,3,3,2.6666666666666665,Can't Lose
Bachelor's Degree,Together,54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,67,653,9,With_Kids_and_Teens,1,3,Baby_Boomers,0,0,0.0,31,684,22.06451612903226,5,5,4,4.666666666666667,Champions
Bachelor's Degree,Married,59594.0,0,1,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,58,617,10,With_Teens,1,2,Baby_Boomers,1,1,16.666666666666664,17,499,29.352941176470587,2,3,3,2.6666666666666665,Can't Lose
Bachelor's Degree,Together,80685.0,0,0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,29,676,8,Alone,0,1,Millennials,0,0,0.0,21,1004,47.80952380952381,3,4,4,3.6666666666666665,Champions
Doctorate Degree,Married,40344.0,0,1,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,49,259,10,With_Teens,1,2,Generation_X,0,0,0.0,12,218,18.166666666666668,3,3,3,3.0,Champions
Bachelor's Degree,Married,62710.0,0,1,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,51,402,5,With_Teens,1,2,Generation_X,0,0,0.0,22,606,27.545454545454547,3,4,3,3.3333333333333335,Champions
Associate's Degree,Married,48985.0,0,1,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,55,359,7,With_Teens,1,2,Generation_X,0,0,0.0,6,75,12.5,5,1,2,2.6666666666666665,New
Bachelor's Degree,Together,35322.0,1,2,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,55,676,8,Alone,1,4,Generation_X,0,0,0.0,9,106,11.777777777777779,4,2,2,2.6666666666666665,New
Bachelor's Degree,Married,77142.0,0,0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,75,396,5,Alone,0,1,Baby_Boomers,0,0,0.0,17,990,58.23529411764706,3,3,4,3.3333333333333335,Champions
Bachelor's Degree,Single,81657.0,0,0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,54,158,1,Alone,0,0,Generation_X,0,0,0.0,16,1097,68.5625,2,3,4,3.0,Can't Lose
High School,Married,14421.0,0,0,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,27,132,2,Alone,0,1,Millennials,1,1,16.666666666666664,4,16,4.0,1,1,1,1.0,Lost
Associate's Degree,Married,20130.0,0,0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,49,104,3,Alone,0,1,Generation_X,0,0,0.0,5,34,6.8,1,1,1,1.0,Lost
Doctorate Degree,Married,74214.0,0,0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,33,672,8,Alone,0,1,Millennials,0,0,0.0,16,1711,106.9375,5,3,5,4.333333333333333,Champions
Master's Degree,Married,66726.0,1,1,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,66,168,1,With_Kids_and_Teens,1,3,Baby_Boomers,1,1,16.666666666666664,17,438,25.764705882352942,2,3,3,2.6666666666666665,Can't Lose
High School,Together,23724.0,1,0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,44,537,1,With_Kids,1,2,Generation_X,0,0,0.0,7,75,10.714285714285714,2,2,2,2.0,At Risk
Master's Degree,Married,47353.0,0,1,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,63,228,11,With_Teens,1,2,Baby_Boomers,0,0,0.0,13,225,17.307692307692307,1,3,3,2.3333333333333335,Can't Lose
Master's Degree,Married,33444.0,1,1,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,71,603,11,With_Kids_and_Teens,1,3,Baby_Boomers,0,0,0.0,4,18,4.5,4,1,1,2.0,New
Bachelor's Degree,Married,54386.0,0,1,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,42,408,5,With_Teens,1,2,Generation_X,0,0,0.0,17,470,27.647058823529413,5,3,3,3.6666666666666665,Champions
Bachelor's Degree,Divorced,28510.0,1,1,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,42,442,4,With_Kids_and_Teens,1,2,Generation_X,0,0,0.0,9,91,10.11111111111111,2,2,2,2.0,At Risk
Master's Degree,Single,90638.0,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,32,136,2,Alone,0,0,Millennials,1,1,16.666666666666664,18,2525,140.27777777777777,4,4,5,4.333333333333333,Champions
Bachelor's Degree,Together,48070.0,0,1,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,73,532,1,With_Teens,1,2,Baby_Boomers,0,0,0.0,19,504,26.526315789473685,4,4,3,3.6666666666666665,Champions
Bachelor's Degree,Married,43140.0,0,1,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,66,540,1,With_Teens,1,2,Baby_Boomers,0,0,0.0,11,235,21.363636363636363,2,2,3,2.3333333333333335,At Risk
Doctorate Degree,Divorced,54959.0,0,1,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,62,526,1,With_Teens,1,1,Baby_Boomers,2,1,33.33333333333333,21,1232,58.666666666666664,3,4,5,4.0,Champions
High School,Single,15056.0,1,1,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,65,422,5,With_Kids_and_Teens,1,2,Baby_Boomers,0,0,0.0,12,88,7.333333333333333,2,3,2,2.3333333333333335,Can't Lose
Bachelor's Degree,Single,26954.0,1,0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,52,52,5,With_Kids,1,1,Generation_X,0,0,0.0,4,17,4.25,5,1,1,2.3333333333333335,New
Bachelor's Degree,Single,22327.0,1,0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,38,331,8,With_Kids,1,1,Millennials,0,0,0.0,5,24,4.8,1,1,1,1.0,Lost
Bachelor's Degree,Married,44393.0,1,1,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,58,311,8,With_Kids_and_Teens,1,3,Baby_Boomers,0,0,0.0,7,60,8.571428571428571,1,2,2,1.6666666666666667,At Risk
Doctorate Degree,Single,62000.0,0,1,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,71,308,8,With_Teens,1,1,Baby_Boomers,1,1,16.666666666666664,26,1020,39.23076923076923,4,5,4,4.333333333333333,Champions
Doctorate Degree,Together,31497.0,0,1,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,61,570,12,With_Teens,1,2,Baby_Boomers,0,0,0.0,10,155,15.5,4,2,2,2.6666666666666665,New
Associate's Degree,Married,45894.0,0,2,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,49,122,2,Alone,1,3,Generation_X,0,0,0.0,5,51,10.2,5,1,1,2.3333333333333335,New
Master's Degree,Divorced,78579.0,0,0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,53,554,12,Alone,0,0,Generation_X,1,1,16.666666666666664,16,1812,113.25,4,3,5,4.0,Champions
Master's Degree,Widow,67369.0,0,1,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,54,589,11,With_Teens,1,1,Generation_X,3,1,50.0,25,1461,58.44,1,5,5,3.6666666666666665,Can't Lose
Bachelor's Degree,Divorced,58401.0,0,1,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,63,70,4,With_Teens,1,1,Baby_Boomers,0,0,0.0,6,96,16.0,3,1,2,2.0,Promising
Bachelor's Degree,Single,62307.0,0,1,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,71,132,2,With_Teens,1,1,Baby_Boomers,0,0,0.0,9,160,17.77777777777778,1,2,2,1.6666666666666667,At Risk
Master's Degree,Married,43641.0,1,1,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,54,433,4,With_Kids_and_Teens,1,3,Generation_X,0,0,0.0,10,139,13.9,3,2,2,2.3333333333333335,Promising
Master's Degree,Divorced,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,55,434,4,With_Teens,1,1,Generation_X,0,0,0.0,22,908,41.27272727272727,2,4,4,3.3333333333333335,Can't Lose
Associate's Degree,Married,46891.0,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,58,301,9,With_Teens,1,2,Baby_Boomers,0,0,0.0,8,183,22.875,1,2,2,1.6666666666666667,At Risk
Master's Degree,Married,70091.0,1,0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,54,455,3,With_Kids,1,2,Generation_X,1,1,16.666666666666664,19,1161,61.10526315789474,5,4,4,4.333333333333333,Champions
Doctorate Degree,Married,78075.0,0,0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,51,85,4,Alone,0,1,Generation_X,0,0,0.0,14,988,70.57142857142857,2,3,4,3.0,Can't Lose
Associate's Degree,Widow,59184.0,0,1,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,62,658,9,With_Teens,1,1,Baby_Boomers,0,0,0.0,27,1072,39.7037037037037,5,5,4,4.666666666666667,Champions
Bachelor's Degree,Married,54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,46,291,9,With_Kids_and_Teens,1,3,Generation_X,0,0,0.0,12,174,14.5,5,3,2,3.3333333333333335,Champions
Bachelor's Degree,Married,58113.0,0,1,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,64,520,1,With_Teens,1,2,Baby_Boomers,0,0,0.0,22,758,34.45454545454545,2,4,4,3.3333333333333335,Can't Lose
Master's Degree,Married,51412.0,0,1,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,65,180,12,With_Teens,1,2,Baby_Boomers,0,0,0.0,11,195,17.727272727272727,3,2,3,2.6666666666666665,Promising
Bachelor's Degree,Divorced,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,44,627,10,With_Kids,1,1,Generation_X,2,1,33.33333333333333,6,31,5.166666666666667,2,1,1,1.3333333333333333,Lost
Master's Degree,Together,66636.0,0,0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,66,316,8,Alone,0,1,Baby_Boomers,0,0,0.0,17,1084,63.76470588235294,2,3,4,3.0,Can't Lose
Master's Degree,Married,50965.0,0,1,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,67,494,2,With_Teens,1,2,Baby_Boomers,1,1,16.666666666666664,22,685,31.136363636363637,1,4,4,3.0,Can't Lose
Doctorate Degree,Married,84618.0,0,0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,58,219,11,Alone,0,1,Baby_Boomers,1,1,16.666666666666664,26,1672,64.3076923076923,1,5,5,3.6666666666666665,Can't Lose
Bachelor's Degree,Married,18351.0,0,0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,33,243,10,Alone,0,1,Millennials,0,0,0.0,6,43,7.166666666666667,5,1,1,2.3333333333333335,New
Doctorate Degree,Together,40451.0,0,2,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,66,133,2,Alone,1,3,Baby_Boomers,1,1,16.666666666666664,5,49,9.8,3,1,1,1.6666666666666667,Promising
Bachelor's Degree,Together,36317.0,0,1,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,58,403,5,With_Teens,1,2,Baby_Boomers,0,0,0.0,9,133,14.777777777777779,3,2,2,2.3333333333333335,Promising
Bachelor's Degree,Together,42213.0,0,1,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,66,260,10,With_Teens,1,2,Baby_Boomers,1,1,16.666666666666664,15,363,24.2,1,3,3,2.3333333333333335,Can't Lose
Bachelor's Degree,Together,65748.0,0,1,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,68,440,4,With_Teens,1,2,Baby_Boomers,0,0,0.0,18,545,30.27777777777778,3,4,3,3.3333333333333335,Champions
Bachelor's Degree,Together,74918.0,0,0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,54,474,3,Alone,0,1,Generation_X,1,1,16.666666666666664,21,2047,97.47619047619048,2,4,5,3.6666666666666665,Can't Lose
Bachelor's Degree,Married,56721.0,1,1,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,51,606,10,With_Kids_and_Teens,1,3,Generation_X,0,0,0.0,15,296,19.733333333333334,2,3,3,2.6666666666666665,Can't Lose
Bachelor's Degree,Single,42160.0,1,1,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,48,366,6,With_Kids_and_Teens,1,2,Generation_X,1,1,16.666666666666664,11,140,12.727272727272727,4,2,2,2.6666666666666665,New
Bachelor's Degree,Single,61559.0,0,1,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,58,347,7,With_Teens,1,1,Baby_Boomers,0,0,0.0,17,530,31.176470588235293,5,3,3,3.6666666666666665,Champions
Doctorate Degree,Together,33629.0,1,1,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,60,690,8,With_Kids_and_Teens,1,3,Baby_Boomers,0,0,0.0,13,152,11.692307692307692,3,3,2,2.6666666666666665,Champions
Doctorate Degree,Together,68682.0,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,32,266,10,Alone,0,1,Millennials,0,0,0.0,24,1598,66.58333333333333,3,5,5,4.333333333333333,Champions
Bachelor's Degree,Single,34377.0,0,1,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,60,526,1,With_Teens,1,1,Baby_Boomers,0,0,0.0,8,114,14.25,3,2,2,2.3333333333333335,Promising
High School,Single,8940.0,1,0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,37,676,8,With_Kids,1,1,Millennials,0,0,0.0,10,101,10.1,4,2,2,2.6666666666666665,New
Bachelor's Degree,Married,26228.0,1,0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,50,280,9,With_Kids,1,2,Generation_X,0,0,0.0,4,25,6.25,3,1,1,1.6666666666666667,Promising
Associate's Degree,Divorced,77297.0,0,0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,66,519,1,Alone,0,0,Baby_Boomers,1,1,16.666666666666664,22,789,35.86363636363637,1,4,4,3.0,Can't Lose
Bachelor's Degree,Married,40211.0,1,1,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,42,334,7,With_Kids_and_Teens,1,3,Generation_X,1,1,16.666666666666664,7,87,12.428571428571429,4,2,2,2.6666666666666665,New
Doctorate Degree,Widow,33438.0,1,1,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,65,280,9,With_Kids_and_Teens,1,2,Baby_Boomers,0,0,0.0,11,90,8.181818181818182,1,2,2,1.6666666666666667,At Risk
Doctorate Degree,Married,75032.0,0,1,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,64,427,4,With_Teens,1,2,Baby_Boomers,0,0,0.0,20,1215,60.75,2,4,5,3.6666666666666665,Can't Lose
Doctorate Degree,Single,61284.0,0,0,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,68,260,10,Alone,0,0,Baby_Boomers,1,1,16.666666666666664,22,811,36.86363636363637,2,4,4,3.3333333333333335,Can't Lose
Bachelor's Degree,Married,22518.0,1,0,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,37,615,10,With_Kids,1,2,Millennials,2,1,33.33333333333333,7,61,8.714285714285714,4,2,2,2.6666666666666665,New
Master's Degree,Married,54730.0,0,1,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,48,318,8,With_Teens,1,2,Generation_X,0,0,0.0,18,405,22.5,2,4,3,3.0,Can't Lose
Master's Degree,Married,38452.0,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,68,91,3,With_Kids_and_Teens,1,3,Baby_Boomers,0,0,0.0,9,72,8.0,2,2,2,2.0,At Risk
Bachelor's Degree,Divorced,44421.0,1,1,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,52,499,2,With_Kids_and_Teens,1,2,Generation_X,0,0,0.0,14,189,13.5,3,3,2,2.6666666666666665,Champions
Doctorate Degree,Together,38197.0,1,0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,37,365,6,With_Kids,1,2,Millennials,0,0,0.0,5,40,8.0,1,1,1,1.0,Lost
Bachelor's Degree,Divorced,41986.0,0,1,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,45,140,2,With_Teens,1,1,Generation_X,0,0,0.0,10,63,6.3,5,2,2,3.0,New
Bachelor's Degree,Together,28427.0,1,0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,40,465,3,With_Kids,1,2,Millennials,0,0,0.0,7,52,7.428571428571429,2,2,1,1.6666666666666667,At Risk
Doctorate Degree,Together,37395.0,1,0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,47,58,5,With_Kids,1,2,Generation_X,0,0,0.0,5,39,7.8,3,1,1,1.6666666666666667,Promising
Bachelor's Degree,Married,64722.0,1,0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,52,34,5,With_Kids,1,2,Generation_X,0,0,0.0,25,805,32.2,3,5,4,4.0,Champions
Master's Degree,Together,55249.0,0,1,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,67,73,4,With_Teens,1,2,Baby_Boomers,0,0,0.0,8,130,16.25,1,2,2,1.6666666666666667,At Risk
Bachelor's Degree,Together,84906.0,0,0,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,51,268,10,Alone,0,1,Generation_X,3,1,50.0,24,1631,67.95833333333333,1,5,5,3.6666666666666665,Can't Lose
Bachelor's Degree,Married,28691.0,1,0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,34,360,7,With_Kids,1,2,Millennials,0,0,0.0,5,34,6.8,3,1,1,1.6666666666666667,Promising
Bachelor's Degree,Single,44213.0,1,1,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,71,212,11,With_Kids_and_Teens,1,2,Baby_Boomers,0,0,0.0,12,152,12.666666666666666,3,3,2,2.6666666666666665,Champions
High School,Single,25707.0,1,0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,39,162,1,With_Kids,1,1,Millennials,0,0,0.0,5,21,4.2,5,1,1,2.3333333333333335,New
Doctorate Degree,Married,59062.0,2,1,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,56,269,10,Alone,1,4,Generation_X,0,0,0.0,7,71,10.142857142857142,2,2,2,2.0,At Risk
Bachelor's Degree,Single,76624.0,0,1,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,61,36,5,With_Teens,1,1,Baby_Boomers,1,1,16.666666666666664,23,899,39.08695652173913,2,5,4,3.6666666666666665,Can't Lose
Master's Degree,Together,66000.0,0,0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,76,70,4,Alone,0,1,Silent_Generation,0,0,0.0,10,711,71.1,4,2,4,3.3333333333333335,New
Doctorate Degree,Together,27683.0,1,0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,45,694,8,With_Kids,1,2,Generation_X,0,0,0.0,16,351,21.9375,1,3,3,2.3333333333333335,Can't Lose
High School,Single,7500.0,1,0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,31,573,12,With_Kids,1,1,Millennials,0,0,0.0,11,119,10.818181818181818,2,2,2,2.0,At Risk
Bachelor's Degree,Together,40521.0,1,1,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,55,450,4,With_Kids_and_Teens,1,3,Generation_X,0,0,0.0,4,21,5.25,1,1,1,1.0,Lost
Doctorate Degree,Together,20427.0,1,0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,50,97,3,With_Kids,1,2,Generation_X,0,0,0.0,4,10,2.5,2,1,1,1.3333333333333333,Lost
Bachelor's Degree,Married,65106.0,0,1,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,48,36,5,With_Teens,1,2,Generation_X,1,1,16.666666666666664,27,973,36.03703703703704,3,5,4,4.0,Champions
Doctorate Degree,Married,69969.0,0,0,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1,58,306,8,Alone,0,1,Baby_Boomers,3,1,50.0,13,1536,118.15384615384616,2,3,5,3.3333333333333335,Can't Lose
Bachelor's Degree,Married,67433.0,0,2,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,71,348,7,Alone,1,3,Baby_Boomers,1,1,16.666666666666664,28,992,35.42857142857143,3,5,4,4.0,Champions
Doctorate Degree,Married,77766.0,0,1,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,56,492,2,With_Teens,1,2,Generation_X,2,1,33.33333333333333,34,1529,44.970588235294116,1,5,5,3.6666666666666665,Can't Lose
Bachelor's Degree,Married,74716.0,0,1,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,51,290,9,With_Teens,1,2,Generation_X,0,0,0.0,17,860,50.588235294117645,1,3,4,2.6666666666666665,Can't Lose
Bachelor's Degree,Divorced,68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,60,254,10,With_Teens,1,1,Baby_Boomers,0,0,0.0,23,928,40.34782608695652,3,5,4,4.0,Champions
Doctorate Degree,Married,55158.0,1,1,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,53,699,7,With_Kids_and_Teens,1,3,Generation_X,1,1,16.666666666666664,18,418,23.22222222222222,2,4,3,3.0,Can't Lose
Associate's Degree,Married,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,68,695,8,With_Teens,1,2,Baby_Boomers,1,1,16.666666666666664,16,587,36.6875,4,3,3,3.3333333333333335,Champions
Bachelor's Degree,Married,74190.0,0,1,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,48,48,5,With_Teens,1,2,Generation_X,0,0,0.0,19,641,33.73684210526316,3,4,4,3.6666666666666665,Champions
Bachelor's Degree,Married,39356.0,1,1,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,47,102,3,With_Kids_and_Teens,1,3,Generation_X,1,1,16.666666666666664,4,23,5.75,4,1,1,2.0,New
Bachelor's Degree,Together,76653.0,0,0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,54,317,8,Alone,0,1,Generation_X,2,1,33.33333333333333,23,2279,99.08695652173913,1,5,5,3.6666666666666665,Can't Lose
Doctorate Degree,Divorced,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,50,41,5,With_Kids_and_Teens,1,2,Generation_X,1,1,16.666666666666664,6,49,8.166666666666666,4,1,1,2.0,New
Doctorate Degree,Divorced,90687.0,0,0,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1,40,403,5,Alone,0,0,Millennials,2,1,33.33333333333333,17,1779,104.6470588235294,1,3,5,3.0,Can't Lose
Master's Degree,Together,73450.0,0,0,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,41,206,12,Alone,0,1,Generation_X,2,1,33.33333333333333,27,1804,66.81481481481481,1,5,5,3.6666666666666665,Can't Lose
Bachelor's Degree,Married,31454.0,1,1,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,63,358,7,With_Kids_and_Teens,1,3,Baby_Boomers,0,0,0.0,8,48,6.0,3,2,1,2.0,Promising
Bachelor's Degree,Single,47139.0,1,1,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,71,115,3,With_Kids_and_Teens,1,2,Baby_Boomers,1,1,16.666666666666664,7,83,11.857142857142858,5,2,2,3.0,New
Bachelor's Degree,Divorced,83829.0,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,48,264,10,Alone,0,0,Generation_X,4,1,66.66666666666666,17,1862,109.52941176470588,2,3,5,3.3333333333333335,Can't Lose
Doctorate Degree,Married,53378.0,1,1,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,60,643,9,With_Kids_and_Teens,1,3,Baby_Boomers,1,1,16.666666666666664,29,793,27.344827586206897,3,5,4,4.0,Champions
Bachelor's Degree,Together,19656.0,1,0,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,53,506,2,With_Kids,1,2,Generation_X,0,0,0.0,9,84,9.333333333333334,1,2,2,1.6666666666666667,At Risk
Doctorate Degree,Married,45579.0,0,1,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,75,313,8,With_Teens,1,2,Baby_Boomers,0,0,0.0,10,183,18.3,5,2,2,3.0,New
